0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
40c5025c-0623-3738-9f08-a986984a5944,water,fresh water body,Ruthenium-106,,kBq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3689c0b8-78fd-325f-a7b7-2625795cbb38,emission,water,S-Ethyl dipropylthiocarbamate,,kg,,,,,,,,,,,,,,,,,,,,,,,8.87E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e356a358-b850-3c9d-a9a6-f1b4163cb84a,troposphere,rural,S-Ethyl dipropylthiocarbamate,,kg,,,,,,,,,,,,,,,,,,,,,,,3.43E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67fa9688-b522-301f-be1a-1c1df892c588,ground,subterranean,Samarium,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae2ae835-e8e2-3e31-b395-a44aa4708c13,emission,air,Scandium,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6db14bd-73e9-3f02-852a-e8b5e60bbc61,emission,air,Selenium,,kg,,,,,,,,,,,,,,,,,,2.40E-08,,,,,,,,,,,,,,,,,,,,,,,,,1.96E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89a74257-9468-34f6-b780-2c20a555626f,emission,ground,Selenium,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215fdef5-4bee-3402-b597-d0ae5c449b3b,emission,water,Selenium,,kg,,,,,,,,,,,,,,,,,,6.54E-09,,,,,,2.54E-09,,,,,,,,,,,,,0.0433,,,,,,2.79E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.50E-10,6.75E-10,4.26E-11,8.25E-11,7.83E-11,,,,,,,,,,,,,,,,,,3.27E-09,,,,,,,,,,,,,,,
095f743a-de5f-3024-bc05-edb6c41b562a,water,fresh water body,Selenium,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ef199c1d-eaee-348d-9cdd-a3002a16a7c6,ground,subterranean,Shale,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0aecbc74-0a66-3812-8d4c-409144f04ac8,emission,air,"Silane, tetrafluoro-",,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4166022a-2e21-3ec2-836c-e8b95bdc5124,water,fresh water body,Silica,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2892617-57cb-375b-87c2-ac37fdff4109,Technosphere Flows,CUTOFF Flows,"Silica sand, at mine",,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4020c94c-829f-3e41-be2b-69255638d06b,emission,water,Silicate group,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.40E-07,,,,,7.40E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756d861a-c54c-3843-8450-8628787abbfc,ground,subterranean,Silicon,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c0e826d9-ea03-3ea5-bf64-cb2f02b43003,emission,air,Silver,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3c908b3-a355-388d-aa06-adbfb8ce12dc,emission,water,Silver,,kg,,,,,,,,,,,,,,,,,,3.05E-07,,,,,,3.11E-07,,,,,,,,,,,,,,,,,,,9.59E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92E-07,,,,,,,,,,,,,,,
1c036e0a-d3f7-3fac-a216-8ede640381c2,ground,subterranean,Silver,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d4e50da-5177-3978-bd0b-e8f98ab38eb1,saline water body,ocean,Silver,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11db6e66-396e-3e2f-a1e9-4a7e6b0e75fa,water,fresh water body,Silver,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5676882d-4fcb-3514-99c7-d46b9be36178,water,fresh water body,Silver-110,,kBq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b9dc1cb-8bca-372a-b3c5-4b940593b281,emission,water,Simazine,,kg,,,,,,,,,,,,,,,,,,,,,,,4.66E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b100bfd-8e55-399b-b1e1-ed934171a0c8,troposphere,rural,Simazine,,kg,,,,,,,,,,,,,,,,,,,,,,,1.09E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c4b0e5d-6500-4ada-9a2c-58e43ac96500,56: Administrative and Support and Waste Management and Remediation Services,5622: Waste Treatment and Disposal,Slag (deposited),RNA,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87305a81-dbfd-351d-bd12-d86e73cc9f33,ground,subterranean,Slate,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23639586-433b-3876-b3c3-eff7f8ad761c,emission,ground,Sodium,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba614600-af03-39a6-a0f5-897debdf159c,emission,water,Sodium,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ec635b8-7817-3db2-8b19-c54a8115369f,saline water body,ocean,Sodium,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28f62930-142e-35d7-95ff-e07e377f6e00,water,fresh water body,Sodium,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8bfbde02-15a7-3ce0-8077-439631f2b2d3,emission,water,Sodium chloride,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b74d142-51e8-33d7-8116-ab57289d2993,ground,subterranean,Sodium chloride,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,
f338dd70-dcd0-33e9-b26a-ba5c8042f793,Resource,ground,Sodium chloride,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f6cee6e4-5fa6-4047-8860-7d37defa88fb,Technosphere Flows,CUTOFF Flows,"Sodium chloride, brine solution, at plant",,kg,,,,,,,,,,,,,,,,,,,,,,-1.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.671,,,,,,,,,,,,,,,,,
ec37fd47-c8ef-3bdb-9771-9be1b15d6e95,emission,air,Sodium hydroxide,,kg,,,,,,,,,,,,,,,,,,,,,,1.00E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00E-07,,,,,,,,,,,,,,,,,
82ce78e1-6df6-4e61-ad00-7b5918912dbb,Technosphere Flows,CUTOFF Flows,sodium phosphate,,kg,,,,,,,,,,,,-0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506ae452-128f-3fe8-81d7-368297149b2c,emission,water,Sodium sulfate,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00E-08,1.00E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2384eba2-ded6-3460-988a-fa75bb767e4e,ground,subterranean,Sodium sulfate,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81fab966-bdc6-3429-8d8b-3d2bd057f928,emission,water,Sodium(I),,kg,,,,,,,,,,,,,,,,,,0.001437,,,,,,0.001477,,,,,,,,,,,,,0.358,,,,,,0.000453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00186,,,,,,,,,,,,,,,
21e226d7-2118-3747-bd67-d825e2c3a7bc,ground,subterranean,Soil,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ada4bdda-6930-33b9-a9ce-1677e5503ecb,56: Administrative and Support and Waste Management and Remediation Services,5622: Waste Treatment and Disposal,Spoil (deposited),RNA,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c36caeb2-b133-3a74-9bdb-9e00e3f6dd23,ground,subterranean,Stone,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302920d1-c74b-3ff7-98e6-0cbbdd8431f2,emission,air,Strontium,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ac6cdf2-e742-3dfd-bde7-af7567bc4e35,emission,ground,Strontium,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42904b8f-ac78-3e54-8774-2d117b505a09,emission,water,Strontium,,kg,,,,,,,,,,,,,,,,,,1.40E-05,,,,,,1.20E-05,,,,,,,,,,,,,,,,,,,4.34E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56E-05,,,,,,,,,,,,,,,
8f5250e5-7a32-35cb-8b78-2ef14d2dbf80,ground,subterranean,Strontium,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73bd4fe2-60e6-31a5-8360-0c38552a3384,saline water body,ocean,Strontium,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f6e6f120-b32d-33c8-893e-0f31ed115de0,water,fresh water body,Strontium,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d60d22ff-4ffb-30e8-95d9-a9cc62a94569,saline water body,ocean,Strontium-90,,kBq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126085ec-4124-3205-835f-f52248399a8e,water,fresh water body,Strontium-90,,kBq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69bc8b47-09b5-3a09-b7f4-3e4d2925ce5a,emission,air,Styrene,,kg,,,,,,,,,,,,,,,,,,2.18E-13,,,,,,,,,,,,,,,,,,,,,,,,,4.48E-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae949cd2-45b1-39fb-9c52-943019cdba9b,emission,water,Styrene,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00001,,0.00001,0.00001,0.00001,,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00E-07,,,,,1.00E-09,,,,,,,,,,,,,,,,,,,,,,,,
91135754-4694-3e21-977b-9f7e352fba00,emission,air,Sulfate,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9cf42314-fd4f-358e-8fe2-58f3c0c8b478,emission,ground,Sulfate,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c241f3e-aa86-3804-8bd8-6082e2ad201f,emission,water,Sulfate,,kg,,,,,,,,,,,,,,,,,,3.17E-05,,,,,,1.06E-05,,,,,,,,,,0.0001,,,250,,,,,,0.000159,,,,,,,,,,,,,,,,,,,,,,,7.95E-06,0.00005,,0.00151,0.00151,7.95E-06,,,,,,,,,,,,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,1.33E-05,,,,,,,,,,,,,,,
76707222-b0e3-3602-8195-638a8222b7fc,ground,subterranean,Sulfate,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89b660ee-7f0e-38f6-bc1b-7a19a5031bef,saline water body,ocean,Sulfate,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90fdc24c-adbc-37c9-8084-76165ebdd76f,water,fresh water body,Sulfate,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594d2669-3045-3488-90bd-c17920d24c2e,emission,ground,Sulfide,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caa29242-717c-37bd-b57b-de22a122d579,emission,water,Sulfide,,kg,,,,,,0.000001,,,,,,,,,,,,9.54E-10,,,1.82E-08,,,,,,,,,,,,,1.00E-11,,,,,,1.00E-08,,,4.77E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00E-07,,,,,4.08E-08,7.85E-08,4.96E-09,9.59E-09,9.11E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1095f4f-d4a7-3a18-a90d-35748aa47040,saline water body,ocean,Sulfide,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f8b336e-8505-358e-9c79-787ded52a418,water,fresh water body,Sulfide,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf70450b-1e24-3393-a065-cb823b3b4722,water,fresh water body,Sulfite,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e59ceec8-4ad5-315b-819d-5f2350aec15e,emission,air,Sulfur,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6b97da9-b228-3d5a-9ce1-014e9089cca7,emission,ground,Sulfur,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40909f94-a484-353e-9a4b-4ec6a1fb966f,emission,water,Sulfur,,kg,,,,,,,,,,,,,,,,,,6.52E-07,,,,,,5.27E-07,,,,,,,,,,,,,,,,,,,2.02E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.89E-07,,,,,,,,,,,,,,,
c1714173-ce4e-3062-94e5-c9b935ca8ecb,ground,subterranean,Sulfur,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5255c318-b8f7-3e04-9225-c6635db142db,human-dominated,agricultural,Sulfur,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4a5e4fa-73d7-353a-a174-d40d3728a6f6,saline water body,ocean,Sulfur,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905b4a9b-d2e5-3470-b7ff-66ec52430e4d,water,fresh water body,Sulfur,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4973035-59f5-3bdc-b257-b274dcc04e0f,emission,air,Sulfur dioxide,,kg,,,,,,,,,,,,,,,,,,0.002418,,,,,,,,,,0.0014,0.00002,1.00E-10,0.00002,,,1.00E-07,,,49.7,,,,,,0.004939,,,,,,,,,,,,,,,,,,,,,,,4.12E-07,5.49E-07,2.79E-06,5.21E-07,5.21E-07,4.12E-07,,0.00045,,0.00045,,,,,,,,,,,5.40E-05,0.000104,6.57E-06,1.27E-05,1.21E-05,0.015,,,,,,,,,,0.00015,,,,,,,,,,,,,,,,,,,,,,
8334c424-1603-3274-bec1-15a7bd5c8e86,emission,air,Sulfur hexafluoride,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42e4c3cb-8468-3004-bd4b-19e6cbb81687,emission,air,Sulfur oxides,,kg,,,,,,0.000443,,,,,,,,,,1.00E-07,,4.77E-05,,,5.34E-07,,,,,,0.000599,,,,,0.000019,0.000019,,1.00E-07,1.00E-07,0.0177,0.000501,,1.60E-06,,1.00E-07,0.000265,,0.000029,,,,,,,,,3.10E-06,,,,,,,,,,,0.00033,,,,,,,,,,,1.01E-05,,,,,1.00E-07,,,,,,,,,,,,0.000001,1.00E-08,,,,,4.42E-06,,,,,,,,,,0.00259,,,,,,,,,,,,,,
e7db2838-8512-3079-a3fc-bd3361d22943,emission,air,Sulfur trioxide,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6885e4ca-1f20-3457-bcd8-b409c641c69d,water,fresh water body,Sulfur trioxide,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0838fbf7-0add-3353-ba9a-b187edeb85d6,emission,air,Sulfuric acid,,kg,,,,,,,,,,,,,,,,,,,,,,1.00E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b92c1a95-27d2-3e3b-96a6-99ef87136c2b,water,fresh water body,Sulfuric acid,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5aa7b59-9ac1-3dd9-a0d2-f7f3451c05e1,Technosphere Flows,CUTOFF Flows,"Surfactant, unspecified",,kg,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
